OrderID,CustomerID,PaymentID,OrderDate,ShipperID,ShipDate,DeliveryDate,Total_order_amount
7657825,57504,3,26 July 2021,4,27 July 2021,10 August 2021,8789
7657826,57416,6,26 July 2021,1,27 July 2021,29 July 2021,31954.64
7657827,57318,3,26 July 2021,1,27 July 2021,05 August 2021,25752.4
7657828,57459,3,26 July 2021,2,29 July 2021,04 August 2021,58131
7657829,57451,6,26 July 2021,2,29 July 2021,18 August 2021,6170
7657830,57477,3,26 July 2021,8,27 July 2021,29 July 2021,12868
7657831,57218,4,26 July 2021,5,31 July 2021,16 August 2021,6773
7657832,57480,4,27 July 2021,2,02 August 2021,14 August 2021,110697
7657833,57427,5,27 July 2021,2,29 July 2021,05 August 2021,23772.22
7657834,57507,5,27 July 2021,4,05 August 2021,11 August 2021,31458.6
7657835,57473,3,27 July 2021,5,01 August 2021,16 August 2021,2656
7657836,57372,3,27 July 2021,7,05 August 2021,17 August 2021,4768
7657837,57467,4,27 July 2021,3,03 August 2021,20 August 2021,2550
7657838,57470,4,27 July 2021,6,31 July 2021,18 August 2021,39997
7657839,57115,3,27 July 2021,2,05 August 2021,23 August 2021,14165
7657840,57388,4,27 July 2021,2,03 August 2021,17 August 2021,1980
7657841,57334,6,27 July 2021,3,28 July 2021,03 August 2021,18301.25
7657842,57272,4,27 July 2021,5,03 August 2021,20 August 2021,43016.23
7657843,57411,6,27 July 2021,1,01 August 2021,20 August 2021,5231
7657844,57188,4,28 July 2021,2,07 August 2021,09 August 2021,5083
7657845,57412,4,28 July 2021,7,04 August 2021,24 August 2021,4967
7657846,57164,4,28 July 2021,1,06 August 2021,19 August 2021,16762.75
7657847,57331,5,28 July 2021,8,30 July 2021,16 August 2021,2617
7657848,57506,4,28 July 2021,3,31 July 2021,04 August 2021,18446.43
7657849,57282,6,28 July 2021,5,29 July 2021,08 August 2021,12466
7657850,57431,3,28 July 2021,6,29 July 2021,18 August 2021,2270
7657851,57467,5,28 July 2021,5,06 August 2021,17 August 2021,14665.25
7657852,57268,5,28 July 2021,3,05 August 2021,18 August 2021,5159.9
7657853,57343,4,28 July 2021,2,07 August 2021,11 August 2021,8573.5
7657854,57370,4,28 July 2021,7,29 July 2021,10 August 2021,5032.8
7657855,57347,4,28 July 2021,8,05 August 2021,15 August 2021,13929.8
7657856,57504,2,28 July 2021,7,02 August 2021,07 August 2021,22483
7657857,57310,6,29 July 2021,1,04 August 2021,08 August 2021,20079.2
7657858,57414,4,29 July 2021,1,05 August 2021,20 August 2021,45460.7
7657859,57352,5,29 July 2021,4,04 August 2021,06 August 2021,2067
7657860,57459,5,29 July 2021,8,02 August 2021,06 August 2021,2856
7657861,57252,4,29 July 2021,5,08 August 2021,23 August 2021,31641
7657862,57505,4,29 July 2021,2,08 August 2021,14 August 2021,33068.7
7657863,57384,3,29 July 2021,8,08 August 2021,21 August 2021,28108.77
7657864,57329,5,29 July 2021,7,08 August 2021,16 August 2021,9380
7657865,57305,4,29 July 2021,5,08 August 2021,22 August 2021,14116
7657866,57377,4,29 July 2021,1,06 August 2021,08 August 2021,23687.5
7657867,57315,6,29 July 2021,7,02 August 2021,20 August 2021,5372.95
7657868,57296,6,29 July 2021,8,03 August 2021,07 August 2021,8132.9
7657869,57193,4,29 July 2021,7,08 August 2021,19 August 2021,19482.5
7657870,57372,3,30 July 2021,2,09 August 2021,16 August 2021,15226.5
7657871,57412,2,30 July 2021,2,03 August 2021,19 August 2021,5630
7657872,57174,2,30 July 2021,5,01 August 2021,03 August 2021,9182
7657873,57505,5,30 July 2021,4,01 August 2021,06 August 2021,32805.2
7657874,57487,4,30 July 2021,2,08 August 2021,21 August 2021,25115
7657875,57348,3,30 July 2021,5,06 August 2021,17 August 2021,31548.85
7657876,57154,4,30 July 2021,1,02 August 2021,06 August 2021,969
7657877,57456,2,31 July 2021,1,09 August 2021,29 August 2021,823.68
7657878,57122,4,31 July 2021,2,04 August 2021,19 August 2021,29389.72
7657879,57410,4,31 July 2021,5,02 August 2021,07 August 2021,37005.42
7657880,57279,4,31 July 2021,1,06 August 2021,16 August 2021,8781.5
7657881,57501,6,31 July 2021,8,01 August 2021,05 August 2021,31847.5
7657882,57269,3,31 July 2021,1,08 August 2021,28 August 2021,27391.55
7657883,57305,3,31 July 2021,4,07 August 2021,08 August 2021,3071.25
7657884,57429,5,31 July 2021,8,02 August 2021,06 August 2021,48202.25
7657885,57150,4,31 July 2021,7,09 August 2021,19 August 2021,30531.67
7657886,57427,4,31 July 2021,1,05 August 2021,24 August 2021,2448
7657887,57222,4,31 July 2021,5,04 August 2021,12 August 2021,4971
7657888,57503,4,31 July 2021,5,10 August 2021,18 August 2021,8738
7657889,57353,4,01 August 2021,5,11 August 2021,17 August 2021,10539
7657890,57472,4,01 August 2021,8,11 August 2021,20 August 2021,10981
7657891,57164,4,01 August 2021,8,09 August 2021,28 August 2021,5322
7657892,57401,4,01 August 2021,2,10 August 2021,25 August 2021,8337
7657893,57475,5,01 August 2021,8,02 August 2021,09 August 2021,20942.72
7657894,57225,5,01 August 2021,1,08 August 2021,26 August 2021,10149.8
7657895,57347,4,01 August 2021,4,10 August 2021,14 August 2021,52449.7
7657896,57320,3,01 August 2021,2,06 August 2021,19 August 2021,43628.4
7657897,57363,4,01 August 2021,7,07 August 2021,11 August 2021,1575
7657898,57379,4,01 August 2021,6,03 August 2021,14 August 2021,16779.81
7657899,57503,4,01 August 2021,3,06 August 2021,09 August 2021,2445.4
7657900,57352,3,01 August 2021,2,02 August 2021,07 August 2021,55335.5
7657901,57386,5,01 August 2021,3,03 August 2021,04 August 2021,9045
7657902,57180,3,01 August 2021,5,09 August 2021,24 August 2021,17125
7657903,57434,5,01 August 2021,6,06 August 2021,07 August 2021,8726
7657904,57504,4,02 August 2021,1,10 August 2021,24 August 2021,31789.87
7657905,57297,5,02 August 2021,8,10 August 2021,20 August 2021,60974
7657906,57500,4,02 August 2021,6,12 August 2021,25 August 2021,17826
7657907,57447,4,02 August 2021,5,06 August 2021,20 August 2021,3588
7657908,57340,5,02 August 2021,4,11 August 2021,16 August 2021,24153
7657909,57102,4,02 August 2021,2,04 August 2021,05 August 2021,4384
7657910,57504,4,02 August 2021,4,07 August 2021,22 August 2021,29655
7657911,57285,4,02 August 2021,2,04 August 2021,14 August 2021,16425
7657912,57483,4,02 August 2021,3,05 August 2021,10 August 2021,54974
7657913,57367,5,02 August 2021,5,05 August 2021,23 August 2021,7018
7657914,57276,5,02 August 2021,1,12 August 2021,14 August 2021,5611
7657915,57348,6,02 August 2021,8,09 August 2021,17 August 2021,20311.94
7657916,57291,6,02 August 2021,2,04 August 2021,19 August 2021,8185.3
7657917,57325,5,02 August 2021,2,11 August 2021,21 August 2021,1211.01
7657918,57434,4,03 August 2021,5,11 August 2021,16 August 2021,9953.6
7657919,57453,6,03 August 2021,4,05 August 2021,06 August 2021,12110
7657920,57470,4,03 August 2021,5,06 August 2021,13 August 2021,2142
7657921,57451,4,03 August 2021,7,08 August 2021,16 August 2021,31209.5
7657922,57105,4,03 August 2021,3,12 August 2021,15 August 2021,4000
7657923,57218,4,03 August 2021,4,12 August 2021,30 August 2021,25895.3
7657924,57330,6,03 August 2021,2,10 August 2021,23 August 2021,15230.02
7657925,57486,3,03 August 2021,1,10 August 2021,22 August 2021,9665
7657926,57170,6,03 August 2021,7,07 August 2021,16 August 2021,8646
7657927,57175,3,03 August 2021,8,04 August 2021,12 August 2021,375
7657928,57365,3,03 August 2021,2,10 August 2021,17 August 2021,13985.25
7657929,57237,6,03 August 2021,6,11 August 2021,27 August 2021,9045
7657930,57290,4,03 August 2021,7,08 August 2021,25 August 2021,125
7657931,57339,5,03 August 2021,3,09 August 2021,29 August 2021,29731.25
7657932,57420,3,03 August 2021,7,05 August 2021,25 August 2021,20297
7657933,57304,4,03 August 2021,3,07 August 2021,08 August 2021,5888.48
7657934,57375,6,03 August 2021,2,09 August 2021,28 August 2021,3415.5
7657935,57292,3,03 August 2021,1,04 August 2021,20 August 2021,28632
7657936,57108,3,03 August 2021,4,10 August 2021,13 August 2021,8376
7657937,57479,3,04 August 2021,2,12 August 2021,14 August 2021,16589
7657938,57216,4,04 August 2021,8,11 August 2021,29 August 2021,33539.44
7657939,57196,4,04 August 2021,7,09 August 2021,12 August 2021,22118.5
7657940,57169,4,04 August 2021,2,10 August 2021,16 August 2021,13539.5
7657941,57476,5,04 August 2021,3,09 August 2021,17 August 2021,26066
7657942,57482,4,04 August 2021,3,14 August 2021,30 August 2021,3393.8
7657943,57494,3,04 August 2021,8,05 August 2021,23 August 2021,11953
7657944,57411,4,04 August 2021,5,07 August 2021,08 August 2021,3400
7657945,57421,4,04 August 2021,7,07 August 2021,23 August 2021,24552
7657946,57233,4,04 August 2021,1,10 August 2021,17 August 2021,8272.8
7657947,57471,4,04 August 2021,8,13 August 2021,18 August 2021,15815.8
7657948,57463,6,04 August 2021,1,12 August 2021,28 August 2021,16846
7657949,57116,4,04 August 2021,8,06 August 2021,21 August 2021,6650
7657950,57328,4,05 August 2021,5,15 August 2021,27 August 2021,11434.7
7657951,57410,4,05 August 2021,6,11 August 2021,14 August 2021,17084.5
7657952,57442,4,05 August 2021,7,06 August 2021,19 August 2021,15032.35
7657953,57135,3,05 August 2021,6,07 August 2021,21 August 2021,216
7657954,57495,3,05 August 2021,4,06 August 2021,19 August 2021,17071
7657955,57475,3,05 August 2021,6,09 August 2021,17 August 2021,9300
7657956,57415,5,05 August 2021,4,12 August 2021,21 August 2021,17362.1
7657957,57090,3,05 August 2021,6,13 August 2021,18 August 2021,24701.58
7657958,57413,3,05 August 2021,3,08 August 2021,13 August 2021,23970
7657959,57422,5,05 August 2021,8,08 August 2021,22 August 2021,20575.85
7657960,57341,3,05 August 2021,7,08 August 2021,17 August 2021,24198
7657961,57194,4,05 August 2021,6,13 August 2021,24 August 2021,5104
7657962,57308,4,05 August 2021,8,14 August 2021,26 August 2021,33891.15
7657963,57481,6,05 August 2021,5,09 August 2021,12 August 2021,7988.3
7657964,57451,5,05 August 2021,7,08 August 2021,26 August 2021,37387.35
7657965,57311,5,05 August 2021,5,06 August 2021,21 August 2021,28327
7657966,57258,3,06 August 2021,6,09 August 2021,11 August 2021,22820.95
7657967,57404,6,06 August 2021,3,07 August 2021,09 August 2021,41601.92
7657968,57333,5,06 August 2021,6,09 August 2021,24 August 2021,2052.5
7657969,57417,5,06 August 2021,2,07 August 2021,26 August 2021,47256.8
7657970,57498,4,06 August 2021,5,13 August 2021,31 August 2021,21624
7657971,57490,4,06 August 2021,8,11 August 2021,12 August 2021,9655.6
7657972,57495,4,07 August 2021,8,13 August 2021,28 August 2021,19604
7657973,57388,4,07 August 2021,7,11 August 2021,12 August 2021,14358
7657974,57194,1,07 August 2021,5,09 August 2021,22 August 2021,29921.2
7657975,57313,4,07 August 2021,5,15 August 2021,21 August 2021,600
7657976,57452,3,07 August 2021,8,09 August 2021,23 August 2021,23000.95
7657977,57457,6,07 August 2021,5,15 August 2021,21 August 2021,9885
7657978,57216,4,07 August 2021,7,17 August 2021,01 September 2021,23205.8
7657979,57410,4,07 August 2021,5,10 August 2021,23 August 2021,2407
7657980,57295,3,07 August 2021,6,17 August 2021,30 August 2021,30678
7657981,57372,4,07 August 2021,6,12 August 2021,20 August 2021,16110
7657982,57512,4,07 August 2021,7,12 August 2021,23 August 2021,591
7657983,57276,5,08 August 2021,2,11 August 2021,17 August 2021,26056
7657984,57130,4,08 August 2021,8,16 August 2021,02 September 2021,2755.45
7657985,57463,4,08 August 2021,4,09 August 2021,27 August 2021,22478.2
7657986,57486,4,08 August 2021,1,17 August 2021,25 August 2021,18229.14
7657987,57426,3,08 August 2021,7,11 August 2021,29 August 2021,13125.9
7657988,57196,5,08 August 2021,8,16 August 2021,05 September 2021,15224.5
7657989,57414,6,08 August 2021,2,13 August 2021,21 August 2021,87606.96
7657990,57465,4,08 August 2021,6,15 August 2021,27 August 2021,10799
7657991,57429,5,08 August 2021,5,11 August 2021,24 August 2021,24443.2
7657992,57505,3,08 August 2021,7,17 August 2021,23 August 2021,13524
7657993,57496,4,08 August 2021,5,17 August 2021,30 August 2021,3223.8
7657994,57497,3,08 August 2021,3,18 August 2021,05 September 2021,16792.2
7657995,57356,4,08 August 2021,1,18 August 2021,29 August 2021,37895.25
7657996,57213,4,08 August 2021,4,09 August 2021,13 August 2021,21439.4
7657997,57461,4,08 August 2021,1,09 August 2021,10 August 2021,3245
7657998,57288,3,08 August 2021,3,15 August 2021,27 August 2021,8757.25
7657999,57313,4,08 August 2021,7,11 August 2021,31 August 2021,67857
7658000,57473,6,08 August 2021,4,17 August 2021,23 August 2021,4639
7658001,57189,2,09 August 2021,7,11 August 2021,30 August 2021,2520
7658002,57177,3,09 August 2021,7,19 August 2021,02 September 2021,11466
7658003,57400,4,09 August 2021,8,14 August 2021,20 August 2021,32356
7658004,57285,4,09 August 2021,4,18 August 2021,04 September 2021,5576
7658005,57155,4,09 August 2021,5,10 August 2021,19 August 2021,7700
7658006,57363,6,09 August 2021,8,14 August 2021,22 August 2021,12897
7658007,57510,4,09 August 2021,3,12 August 2021,15 August 2021,8190.8
7658008,57518,3,09 August 2021,1,18 August 2021,23 August 2021,14392.6
7658009,57188,5,09 August 2021,1,11 August 2021,15 August 2021,30678
7658010,57316,5,09 August 2021,6,10 August 2021,30 August 2021,30716
7658011,57456,5,09 August 2021,6,17 August 2021,03 September 2021,9012
7658012,57204,4,09 August 2021,6,11 August 2021,14 August 2021,4743
7658013,57186,3,09 August 2021,4,13 August 2021,23 August 2021,27770
7658014,57342,4,09 August 2021,4,17 August 2021,19 August 2021,31901.25
7658015,57305,4,09 August 2021,6,11 August 2021,23 August 2021,10648.73
7658016,57451,6,10 August 2021,4,20 August 2021,05 September 2021,36553
7658017,57151,6,10 August 2021,3,19 August 2021,30 August 2021,11943.4
7658018,57491,4,10 August 2021,6,13 August 2021,26 August 2021,14803
7658019,57488,3,10 August 2021,1,19 August 2021,24 August 2021,9761.05
7658020,57102,5,10 August 2021,1,18 August 2021,22 August 2021,15575.2
7658021,57493,4,10 August 2021,2,18 August 2021,28 August 2021,9640.5
7658022,57315,6,10 August 2021,4,19 August 2021,31 August 2021,7557
7658023,57435,4,10 August 2021,2,15 August 2021,26 August 2021,5895.9
7658024,57449,6,10 August 2021,5,14 August 2021,01 September 2021,2990
7658025,57468,5,11 August 2021,1,14 August 2021,19 August 2021,50309
7658026,57092,4,11 August 2021,2,15 August 2021,27 August 2021,21916.9
7658027,57084,4,11 August 2021,2,20 August 2021,24 August 2021,30697.3
7658028,57140,3,11 August 2021,4,21 August 2021,01 September 2021,10283
7658029,57168,4,11 August 2021,6,20 August 2021,04 September 2021,20427.36
7658030,57484,3,11 August 2021,2,17 August 2021,28 August 2021,27132.35
7658031,57374,4,11 August 2021,8,14 August 2021,16 August 2021,4510.2
7658032,57374,4,11 August 2021,5,14 August 2021,22 August 2021,3086.98
7658033,57444,3,11 August 2021,4,20 August 2021,26 August 2021,10769.2
7658034,57256,5,11 August 2021,4,21 August 2021,26 August 2021,38400
7658035,57344,4,11 August 2021,5,18 August 2021,03 September 2021,41179
7658036,57272,3,11 August 2021,5,17 August 2021,04 September 2021,79171.25
7658037,57488,4,11 August 2021,5,20 August 2021,26 August 2021,12872
7658038,57351,5,11 August 2021,3,13 August 2021,19 August 2021,2492
7658039,57436,4,11 August 2021,6,17 August 2021,24 August 2021,10491.36
7658040,57392,5,12 August 2021,4,19 August 2021,05 September 2021,3849
7658041,57514,6,12 August 2021,3,15 August 2021,29 August 2021,598.5
7658042,57367,3,12 August 2021,4,18 August 2021,24 August 2021,38994.58
7658043,57153,4,12 August 2021,6,17 August 2021,31 August 2021,31380.25
7658044,57343,4,12 August 2021,1,17 August 2021,27 August 2021,27570.65
7658045,57466,6,12 August 2021,2,20 August 2021,06 September 2021,22162.6
7658046,57441,4,12 August 2021,8,13 August 2021,24 August 2021,9353.9
7658047,57388,3,12 August 2021,5,22 August 2021,08 September 2021,1600
7658048,57302,3,12 August 2021,1,20 August 2021,03 September 2021,10631
7658049,57394,4,12 August 2021,3,17 August 2021,03 September 2021,26310
7658050,57083,4,12 August 2021,8,16 August 2021,28 August 2021,8123.4
7658051,57393,4,12 August 2021,1,16 August 2021,02 September 2021,27406
7658052,57118,4,13 August 2021,2,14 August 2021,28 August 2021,18556.34
7658053,57339,3,13 August 2021,6,16 August 2021,20 August 2021,5012.35
7658054,57307,4,13 August 2021,4,17 August 2021,29 August 2021,1790
7658055,57354,4,13 August 2021,5,18 August 2021,28 August 2021,7575
7658056,57455,4,13 August 2021,5,16 August 2021,02 September 2021,21312.5
7658057,57239,4,13 August 2021,7,21 August 2021,29 August 2021,1647
7658058,57394,5,13 August 2021,7,18 August 2021,26 August 2021,44291
7658059,57192,3,13 August 2021,5,22 August 2021,07 September 2021,5491.6
7658060,57414,4,13 August 2021,3,14 August 2021,26 August 2021,1507.05
7658061,57448,4,13 August 2021,8,17 August 2021,01 September 2021,842
7658062,57204,3,13 August 2021,2,18 August 2021,21 August 2021,665
7658063,57205,6,13 August 2021,8,23 August 2021,09 September 2021,9784.7
7658064,57367,2,13 August 2021,4,22 August 2021,10 September 2021,12869.95
7658065,57391,4,13 August 2021,3,15 August 2021,22 August 2021,3490
7658066,57244,4,13 August 2021,5,15 August 2021,27 August 2021,365
7658067,57340,4,14 August 2021,4,22 August 2021,11 September 2021,2555
7658068,57464,4,14 August 2021,4,24 August 2021,09 September 2021,11159.5
7658069,57372,3,14 August 2021,2,16 August 2021,25 August 2021,5500
7658070,57424,5,14 August 2021,2,24 August 2021,13 September 2021,8422
7658071,57448,2,14 August 2021,3,18 August 2021,27 August 2021,6459
7658072,57408,4,14 August 2021,2,17 August 2021,29 August 2021,8043.9
7658073,57302,4,14 August 2021,5,21 August 2021,08 September 2021,227.85
7658074,57269,2,14 August 2021,1,15 August 2021,21 August 2021,19226
7658075,57270,6,14 August 2021,3,20 August 2021,09 September 2021,17617.35
7658076,57315,4,14 August 2021,2,20 August 2021,03 September 2021,3528
7658077,57365,5,14 August 2021,5,19 August 2021,02 September 2021,14000
7658078,57303,4,14 August 2021,5,24 August 2021,06 September 2021,38681
7658079,57220,4,14 August 2021,4,23 August 2021,11 September 2021,17250
7658080,57393,3,14 August 2021,1,16 August 2021,02 September 2021,2041
7658081,57363,3,15 August 2021,1,19 August 2021,30 August 2021,9154.8
7658082,57308,4,15 August 2021,4,23 August 2021,29 August 2021,39292.4
7658083,57260,3,15 August 2021,6,22 August 2021,07 September 2021,14839.8
7658084,57508,3,15 August 2021,4,24 August 2021,25 August 2021,29569.5
7658085,57388,4,15 August 2021,3,21 August 2021,05 September 2021,6160
7658086,57330,2,15 August 2021,8,18 August 2021,03 September 2021,1023.75
7658087,57513,4,15 August 2021,4,25 August 2021,14 September 2021,35537.79
7658088,57456,3,15 August 2021,1,17 August 2021,26 August 2021,10789.7
7658089,57469,6,15 August 2021,3,25 August 2021,07 September 2021,10961.25
7658090,57214,4,15 August 2021,1,25 August 2021,11 September 2021,19571
7658091,57256,6,15 August 2021,6,18 August 2021,28 August 2021,29316
7658092,57444,2,15 August 2021,6,23 August 2021,06 September 2021,1340
7658093,57356,4,15 August 2021,3,20 August 2021,25 August 2021,8610
7658094,57406,4,15 August 2021,6,22 August 2021,04 September 2021,33604.14
7658095,57473,4,15 August 2021,8,21 August 2021,30 August 2021,15455.25
7658096,57504,4,15 August 2021,8,25 August 2021,04 September 2021,13230
7658097,57483,6,16 August 2021,1,26 August 2021,08 September 2021,10946
7658098,57520,5,16 August 2021,8,23 August 2021,04 September 2021,9631
7658099,57285,4,16 August 2021,7,17 August 2021,02 September 2021,45522.6
7658100,57355,4,16 August 2021,8,26 August 2021,11 September 2021,19408.88
7658101,57489,5,16 August 2021,4,26 August 2021,01 September 2021,12869.44
7658102,57232,6,16 August 2021,6,23 August 2021,03 September 2021,20874
7658103,57174,5,16 August 2021,7,24 August 2021,10 September 2021,9572.5
7658104,57109,6,16 August 2021,7,24 August 2021,27 August 2021,8114.75
7658105,57344,6,16 August 2021,5,19 August 2021,05 September 2021,655
7658106,57329,4,16 August 2021,7,20 August 2021,25 August 2021,117888
7658107,57458,4,16 August 2021,3,22 August 2021,23 August 2021,48713.55
7658108,57322,4,16 August 2021,6,25 August 2021,08 September 2021,19249.16
7658109,57227,5,17 August 2021,8,19 August 2021,26 August 2021,4172.5
7658110,57255,5,17 August 2021,8,26 August 2021,30 August 2021,30560.3
7658111,57471,4,17 August 2021,1,27 August 2021,13 September 2021,33685.4
7658112,57523,3,17 August 2021,4,19 August 2021,23 August 2021,712.5
7658113,57160,4,17 August 2021,6,18 August 2021,29 August 2021,18472.2
7658114,57488,3,17 August 2021,3,24 August 2021,05 September 2021,10879.2
7658115,57456,4,17 August 2021,4,19 August 2021,03 September 2021,8826.5
7658116,57516,4,17 August 2021,8,21 August 2021,02 September 2021,5892
7658117,57479,3,17 August 2021,1,26 August 2021,07 September 2021,1120
7658118,57304,4,18 August 2021,1,20 August 2021,24 August 2021,3936
7658119,57248,5,18 August 2021,7,21 August 2021,25 August 2021,17536.3
7658120,57410,3,18 August 2021,6,28 August 2021,05 September 2021,6588
7658121,57379,4,18 August 2021,8,22 August 2021,24 August 2021,435
7658122,57448,6,18 August 2021,2,22 August 2021,29 August 2021,17755.5
7658123,57408,4,18 August 2021,7,28 August 2021,16 September 2021,27297
7658124,57344,3,18 August 2021,3,20 August 2021,03 September 2021,240
7658125,57484,3,18 August 2021,5,19 August 2021,01 September 2021,14647.25
7658126,57301,3,18 August 2021,2,26 August 2021,29 August 2021,13392
7658127,57491,4,18 August 2021,6,23 August 2021,06 September 2021,2083.25
7658128,57260,6,18 August 2021,4,23 August 2021,01 September 2021,3995
7658129,57129,6,19 August 2021,5,21 August 2021,05 September 2021,16274
7658130,57125,5,19 August 2021,1,29 August 2021,13 September 2021,19760.74
7658131,57370,4,19 August 2021,1,24 August 2021,02 September 2021,133089
7658132,57259,4,19 August 2021,6,21 August 2021,28 August 2021,42785
7658133,57287,3,19 August 2021,1,28 August 2021,03 September 2021,2237
7658134,57515,4,19 August 2021,5,22 August 2021,04 September 2021,23524.55
7658135,57256,3,19 August 2021,8,28 August 2021,09 September 2021,6285.5
7658136,57470,4,19 August 2021,2,21 August 2021,31 August 2021,9601.4
7658137,57447,5,19 August 2021,6,20 August 2021,28 August 2021,12944.8
7658138,57484,4,19 August 2021,6,20 August 2021,04 September 2021,17179.25
7658139,57455,3,19 August 2021,3,21 August 2021,03 September 2021,21660.39
7658140,57392,4,19 August 2021,7,26 August 2021,02 September 2021,26589.75
7658141,57508,4,20 August 2021,2,30 August 2021,04 September 2021,13073
7658142,57321,3,20 August 2021,8,29 August 2021,02 September 2021,3659
7658143,57268,3,20 August 2021,6,28 August 2021,05 September 2021,47912.72
7658144,57473,4,20 August 2021,8,26 August 2021,07 September 2021,24843
7658145,57512,4,20 August 2021,6,29 August 2021,30 August 2021,6273.45
7658146,57513,6,20 August 2021,2,21 August 2021,09 September 2021,722
7658147,57232,3,21 August 2021,7,26 August 2021,29 August 2021,27111
7658148,57390,4,21 August 2021,3,22 August 2021,02 September 2021,6435
7658149,57181,3,21 August 2021,7,31 August 2021,06 September 2021,1275
7658150,57396,4,21 August 2021,4,31 August 2021,01 September 2021,10279.4
7658151,57512,3,21 August 2021,5,28 August 2021,14 September 2021,11738
7658152,57239,6,21 August 2021,3,26 August 2021,29 August 2021,20236.5
7658153,57483,4,21 August 2021,8,23 August 2021,27 August 2021,31011
7658154,57518,3,21 August 2021,8,31 August 2021,04 September 2021,7668
7658155,57495,4,21 August 2021,5,23 August 2021,03 September 2021,11561
7658156,57479,3,21 August 2021,1,23 August 2021,09 September 2021,12606.55
7658157,57204,4,21 August 2021,2,23 August 2021,05 September 2021,26633.4
7658158,57284,4,21 August 2021,4,31 August 2021,19 September 2021,150
7658159,57222,2,22 August 2021,2,24 August 2021,09 September 2021,6632
7658160,57362,6,22 August 2021,6,27 August 2021,28 August 2021,1984.2
7658161,57083,5,22 August 2021,5,28 August 2021,03 September 2021,17870.4
7658162,57471,3,22 August 2021,2,25 August 2021,13 September 2021,12060
7658163,57373,4,22 August 2021,7,25 August 2021,26 August 2021,10351.1
7658164,57410,3,22 August 2021,6,31 August 2021,14 September 2021,23173
7658165,57312,5,23 August 2021,7,25 August 2021,13 September 2021,15820.4
7658166,57486,6,23 August 2021,2,26 August 2021,06 September 2021,23374.5
7658167,57523,4,23 August 2021,3,30 August 2021,14 September 2021,12631
7658168,57470,4,23 August 2021,1,31 August 2021,14 September 2021,25034
7658169,57295,5,23 August 2021,5,25 August 2021,06 September 2021,17389.5
7658170,57509,3,23 August 2021,2,01 September 2021,21 September 2021,17225.2
7658171,57383,4,23 August 2021,1,01 September 2021,05 September 2021,20449.9
7658172,57320,6,23 August 2021,1,26 August 2021,27 August 2021,77480.68
7658173,57228,6,24 August 2021,4,29 August 2021,01 September 2021,29400.83
7658174,57342,3,24 August 2021,1,28 August 2021,17 September 2021,6019
7658175,57341,6,24 August 2021,4,29 August 2021,02 September 2021,7970.35
7658176,57432,4,24 August 2021,1,02 September 2021,04 September 2021,12836.5
7658177,57229,4,24 August 2021,3,29 August 2021,08 September 2021,975
7658178,57514,4,24 August 2021,7,29 August 2021,14 September 2021,20535
7658179,57173,6,24 August 2021,2,02 September 2021,21 September 2021,12206
7658180,57476,4,24 August 2021,8,27 August 2021,28 August 2021,63057.8
7658181,57285,5,24 August 2021,3,25 August 2021,31 August 2021,19645
7658182,57486,3,24 August 2021,5,30 August 2021,14 September 2021,14339.48
7658183,57216,4,24 August 2021,2,25 August 2021,04 September 2021,7215
7658184,57345,5,24 August 2021,8,28 August 2021,06 September 2021,14292
7658185,57227,6,24 August 2021,3,01 September 2021,12 September 2021,11744
7658186,57457,4,24 August 2021,5,26 August 2021,06 September 2021,11175.8
7658187,57091,4,24 August 2021,1,01 September 2021,12 September 2021,6355.92
7658188,57201,5,24 August 2021,8,01 September 2021,07 September 2021,1860
7658189,57211,5,25 August 2021,5,04 September 2021,11 September 2021,10566.5
7658190,57371,5,25 August 2021,5,31 August 2021,02 September 2021,81080.99
7658191,57490,5,25 August 2021,5,31 August 2021,13 September 2021,20916
7658192,57273,3,25 August 2021,4,27 August 2021,05 September 2021,21496.2
7658193,57511,4,25 August 2021,8,30 August 2021,07 September 2021,35673.6
7658194,57265,4,25 August 2021,7,27 August 2021,04 September 2021,20653
7658195,57489,3,25 August 2021,6,31 August 2021,12 September 2021,29530.75
7658196,57482,4,25 August 2021,3,03 September 2021,12 September 2021,21848.96
7658197,57522,6,25 August 2021,5,29 August 2021,14 September 2021,53035.75
7658198,57379,6,25 August 2021,5,03 September 2021,17 September 2021,23086.24
7658199,57489,4,26 August 2021,1,03 September 2021,05 September 2021,8290
7658200,57431,3,26 August 2021,5,31 August 2021,02 September 2021,6833.6
7658201,57124,5,26 August 2021,4,30 August 2021,08 September 2021,34496.28
7658202,57419,3,26 August 2021,7,03 September 2021,13 September 2021,109933.9
7658203,57480,3,26 August 2021,5,29 August 2021,17 September 2021,27741.05
7658204,57487,6,26 August 2021,5,05 September 2021,20 September 2021,9440
7658205,57399,4,26 August 2021,5,05 September 2021,17 September 2021,23205.5
7658206,57332,4,26 August 2021,2,04 September 2021,18 September 2021,1592
7658207,57524,2,26 August 2021,3,05 September 2021,15 September 2021,27365.21
7658208,57391,4,26 August 2021,1,03 September 2021,16 September 2021,117204.17
7658209,57303,4,27 August 2021,7,04 September 2021,12 September 2021,10553.75
7658210,57283,3,27 August 2021,2,28 August 2021,07 September 2021,16084.75
7658211,57300,5,27 August 2021,6,28 August 2021,08 September 2021,35625.4
